Observation,Transect,Quadrat,N.DMS,W.DMS,Species.CODE,Depth.m,Surface.Area.cm2,Surface.Area.Log,Partial.Mortality,SCTLD.Mortality,SCTLD.Presence,Bleached.Other.Disease,Comments
1470,3,6,13.190579,-59.642184,DCYL,3.6,5010,3.699837726,0.12,0.11,TRUE,NA,NA
1640,4,10,13.190855000000001,-59.642654,DCYL,5.2,2297,3.361160995,0.05,0,FALSE,F,NA
